id,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition,price_double
4666,"Zenith El Primero Chronomaster
箱・保証書付き ZENITH ゼニス エルプリメロ クロノマスター オープン ムーン＆サンフェイズ 03.2160.4047/01.C713 自動巻き メンズ 中古","$4,481",Zenith,El Primero Chronomaster,03.2160.4047/01.C713,Automatic,Steel,Leather,Unknown,Fair,Men's watch/Unisex,45 mm,N/A,4481.0
2922,"Audemars Piguet Millenary
15016ST","$9,170",Audemars Piguet,Millenary,15016ST,N/A,N/A,N/A,Unknown,Unworn,Men's watch/Unisex,39 mm,N/A,9170.0
2896,"IWC Portofino Hand-Wound
Eight Days","$10,072",IWC,Portofino Hand-Wound,IW510115,N/A,N/A,N/A,2022 (Approximation),Unworn,Men's watch/Unisex,45 mm,N/A,10072.0
134,"Cartier Panthère
Medium Model",Price on request,Cartier,Panthère,W3PN0007,Quartz,Gold/Steel,Gold/Steel,2023,Unworn,Women's watch,27 x 37 mm,N/A,0.0
2623,"Jaeger-LeCoultre Odysseus
Chronograph MoonPhase","$4,160",Jaeger-LeCoultre,Odysseus,167.7.30,Quartz,N/A,N/A,Unknown,Good,N/A,30 mm,N/A,4160.0
10494,"Seiko Credor
セイコー クレドール クロノグラフ パワーリザーブ 手巻 GBBH998 / 6S74-0020 K18YG メンズ 時計 2210413","$5,695",Seiko,Credor,N/A,Manual winding,Yellow gold,N/A,Unknown,Very good,Men's watch/Unisex,39 mm,N/A,5695.0
18847,N/A,"$10,495",Rolex,Explorer II,216570,N/A,Steel,Steel,2018,N/A,N/A,42 mm,Very good,10495.0
5986,"Audemars Piguet
オーデマ・ピゲ K18YG ヴィンテージ 自動巻き メンズ_720621 中古","$4,756",Audemars Piguet,N/A,N/A,N/A,N/A,N/A,Unknown,Fair,Men's watch/Unisex,31 mm,N/A,4756.0
2412,"Omega Constellation Quartz
123.15.24.60.05.003","$3,304",Omega,Constellation Quartz,123.15.24.60.05.003,N/A,N/A,N/A,2021,New,Women's watch,24 mm,N/A,3304.0
7671,"A. Lange & Söhne Lange 1
Timezone Gold Dial Yellow Gold Manual 41.9MM 116.021","$39,500",A. Lange & Söhne,Lange 1,116021,Manual winding,Yellow gold,N/A,Unknown,N/A,N/A,41.9 mm,N/A,39500.0
2109,"Vacheron Constantin Overseas Chronograph
49140 - Full Set - Excellent condition","$24,613",Vacheron Constantin,Overseas Chronograph,49140-423A-8790,N/A,N/A,N/A,2000 (Approximation),Very good,Men's watch/Unisex,40 mm,N/A,24613.0
63418,N/A,"$25,410",Rolex,Daytona,116520,N/A,Steel,Steel,2012,N/A,N/A,40 mm,Very good,25410.0
382,"Tudor Black Bay GMT
M79833MN","$5,067",Tudor,Black Bay GMT,M79833MN,Automatic,Gold/Steel,Leather,2022,Very good,Men's watch/Unisex,41 mm,N/A,5067.0
2510,"Oris Artelier Complication
01 781 7729 4031-07 5 21 65FC","$2,313",Oris,Artelier Complication,01 781 7729 4031-07 5 21 65FC,Automatic,Steel,Leather,2023,New,Men's watch/Unisex,40 mm,N/A,2313.0
36399,"Omega De Ville Prestige
Co-Axial Master Chronometer Power Reserve 41mm NEW 434.10.41.21.03.001","$6,000",Omega,De Ville Prestige,434.10.41.21.03.001,N/A,N/A,N/A,2023 (Approximation),New,Men's watch/Unisex,41 mm,N/A,6000.0
11670,"Longines
Vintage 1940s Longines 18ct Yellow Gold Military Watch","$1,696",Longines,N/A,N/A,N/A,N/A,N/A,1940,Good,Men's watch/Unisex,31 mm,N/A,1696.0
22152,Omega Seamaster,"$1,425",Omega,Seamaster,N/A,N/A,N/A,N/A,1980 (Approximation),Very good,Men's watch/Unisex,42 mm,N/A,1425.0
7237,"IWC
cal .8541","$1,679",IWC,N/A,8541B,N/A,N/A,N/A,1970 (Approximation),Good,Men's watch/Unisex,N/A,N/A,1679.0
70481,N/A,"$52,000",Rolex,Submariner Date,116619LB,N/A,N/A,N/A,2020,N/A,N/A,40 mm,Unworn,52000.0
6719,"IWC
SCHAFFHAUSEN IWC K18WG ヴィンテージ Cal.423 手巻き メンズ_734701 中古","$1,533",IWC,N/A,N/A,N/A,N/A,N/A,Unknown,Fair,Men's watch/Unisex,34 mm,N/A,1533.0
2080,"Oris Big Crown ProPilot Chronograph
01 774 7699 4063-07 5 22 05fc","$2,722",Oris,Big Crown ProPilot Chronograph,01 774 7699 4063-07 5 22 05FC,Automatic,Steel,Leather,2023,New,Men's watch/Unisex,44 mm,N/A,2722.0
14606,"Breitling
Aviator Super 8 B20 Automatic 46 mm. EB2040101L1X1 Brown Leather Strap Green Dial Titanium",Price on request,Breitling,N/A,EB2040101L1X1,N/A,N/A,N/A,Unknown,Unworn,Men's watch/Unisex,46 mm,N/A,0.0
1353,"Hublot Classic Fusion Blue
Titanium 42mm","$6,889",Hublot,Classic Fusion Blue,542.NX.7170.RX,Automatic,Titanium,Rubber,2023,Unworn,Men's watch/Unisex,42 mm,N/A,6889.0
131,"IWC Aquatimer Automatic
Blue","$6,441",IWC,Aquatimer Automatic,IW328801,N/A,N/A,N/A,2023,Unworn,Men's watch/Unisex,42 mm,N/A,6441.0
1919,"Hublot Classic Fusion
King Gold Pavé 38mm","$26,569",Hublot,Classic Fusion,565.OX.1480.LR.1604,Automatic,Rose gold,N/A,2023,Unworn,Women's watch,38 mm,N/A,26569.0
18080,"Omega Speedmaster Professional Moonwatch
310.30.42.50.01.002 Nuovo Mai Indossato","$9,098",Omega,Speedmaster Professional Moonwatch,310.30.42.50.01.002,N/A,N/A,N/A,2022,Unworn,N/A,42 mm,N/A,9098.0
30845,N/A,"$10,890",Rolex,Submariner Date,16610,N/A,Steel,Steel,2006,N/A,N/A,40 mm,Very good,10890.0
835,"Patek Philippe Grand Complications
Chronograph","$352,589",Patek Philippe,Grand Complications,5959P,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,N/A,N/A,352589.0
14854,"Longines Flagship Heritage
L4.795.4.58.0 Stainless Steel Watch","$1,850",Longines,Flagship Heritage,L4.795.4.58.0,Automatic,Steel,Crocodile skin,2023,Unworn,Men's watch/Unisex,38.5 mm,N/A,1850.0
6221,"Longines La Grande Classique
l4.512.1.91.7","$1,350",Longines,La Grande Classique,L4.512.1.91.7,Quartz,Steel,Steel,2023,New,Women's watch,29 mm,N/A,1350.0
22113,"Omega Seamaster
KH 50.397.172","$1,368",Omega,Seamaster,N/A,N/A,N/A,N/A,1988,Good,Men's watch/Unisex,32 x 36 mm,N/A,1368.0
3625,"IWC Portuguese Automatic
Portugieser Automatic 7days","$10,742",IWC,Portuguese Automatic,IW500703,Automatic,Steel,Crocodile skin,Unknown,New,Men's watch/Unisex,42.3 mm,N/A,10742.0
11393,"Seiko
Marvel 14053M Dolphin Hands Hand-Wound 14k Gold Filled Serviced",$481,Seiko,N/A,N/A,N/A,N/A,N/A,1958,Very good,Men's watch/Unisex,34 x 40 mm,N/A,481.0
15250,"Cartier Ballon Bleu 28mm
Ladies Quartz Silver Dial 28MM W69010Z4 3009","$3,195",Cartier,Ballon Bleu 28mm,W69010Z4,Quartz,Steel,Steel,Unknown,Very good,Women's watch,28 mm,N/A,3195.0
18050,"Seiko
5 Sports",$260,Seiko,N/A,SRPD59,N/A,N/A,N/A,2023,New,Men's watch/Unisex,42.50 mm,N/A,260.0
2105,"Tudor Royal
チュードル ロイヤル M28600-0005","$1,943",Tudor,Royal,M28600-0005,Automatic,Steel,N/A,Unknown,Very good,N/A,41 mm,N/A,1943.0
192,"Seiko Prospex
International Edition Prospex MM 300m Diver Automatic SLA021","$4,999",Seiko,Prospex,SLA021J1,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,51 x 44 mm,N/A,4999.0
34451,N/A,"$10,800",Rolex,Datejust 36,126200,N/A,Steel,Steel,2023,N/A,N/A,36mm mm,Unworn,10800.0
1415,N/A,"$14,000",Rolex,Submariner (No Date),5513,N/A,N/A,N/A,1978,N/A,N/A,40 mm,Good,14000.0
1506,"Vacheron Constantin Overseas Dual Time
Ref. 47450/000W-9511","$21,744",Vacheron Constantin,Overseas Dual Time,47450/000W-9511,Automatic,Steel,N/A,Unknown,Good,Men's watch/Unisex,42 mm,N/A,21744.0
2640,"Breitling Superocean 44
ブライトリング　スーパーオーシャン　44 M1739313 / M192B92OPR","$2,627",Breitling,Superocean 44,N/A,Automatic,Ceramic,Steel,Unknown,Very good,N/A,44 mm,N/A,2627.0
21777,N/A,"$13,372",Rolex,Explorer II,226570,N/A,Steel,Steel,2023,N/A,N/A,42 mm,New,13372.0
24794,Omega Seamaster watches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
70991,N/A,Price on request,Rolex,Sky-Dweller,326934,N/A,Steel,Steel,2022,N/A,N/A,42 mm,New,0.0
67634,N/A,"$8,881",Rolex,Sea-Dweller 4000,16600,N/A,N/A,N/A,Unknown,N/A,N/A,40 mm,Good,8881.0
10955,"Patek Philippe Perpetual Calendar
5159G PERPETUAL CALENDAR WITH RETROGRADE DATE HAND",Price on request,Patek Philippe,Perpetual Calendar,5160G-001,N/A,N/A,N/A,Unknown,Unworn,Men's watch/Unisex,38 mm,N/A,0.0
39043,"Omega Seamaster Aqua Terra
Golf Edition Mens Watch 231.10.42.21.01.004 Box Card","$4,740",Omega,Seamaster Aqua Terra,231.10.42.21.01.004,Automatic,Steel,Steel,2016,Very good,Men's watch/Unisex,41.5 mm,N/A,4740.0
17244,N/A,"$12,926",Rolex,Datejust II,116333,N/A,N/A,N/A,2011,N/A,N/A,41 mm,Very good,12926.0
52550,N/A,"$9,975",Rolex,Datejust 36,126200,N/A,Steel,Steel,2020,N/A,N/A,36 mm,Very good,9975.0
10588,N/A,"$47,398",Rolex,Yacht-Master 37,268655,N/A,Rose gold,Rubber,2023 (Approximation),N/A,N/A,37 mm,Unworn,47398.0
16256,"Breitling Transocean Chronograph Unitime
Chrono Unitime 18K Rose (30k MSRP) RB0510/A733","$17,997",Breitling,Transocean Chronograph Unitime,N/A,N/A,N/A,N/A,2020 (Approximation),Very good,Men's watch/Unisex,46 mm,N/A,17997.0
1982,N/A,"$8,073",Rolex,Explorer II,16570,N/A,N/A,N/A,2001 (Approximation),N/A,N/A,40 mm,Fair,8073.0
677,"Panerai Luminor Marina
blue PAM00070","$4,761",Panerai,Luminor Marina,PAM00070,N/A,N/A,N/A,Unknown,Good,Men's watch/Unisex,N/A,N/A,4761.0
5783,"Patek Philippe
TEGOLA","$12,313",Patek Philippe,N/A,2461,N/A,N/A,N/A,1940 (Approximation),Good,Men's watch/Unisex,42 x 22 mm,N/A,12313.0
3393,"Tudor Black Bay
Heritage Black Bay Harrords Ref.79230g Full Set","$6,435",Tudor,Black Bay,79230G,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,41 mm,N/A,6435.0
6138,"Patek Philippe Calatrava
5000","$23,371",Patek Philippe,Calatrava,5000,N/A,N/A,N/A,1993,Very good,N/A,N/A,N/A,23371.0
211,"Audemars Piguet Royal Oak Lady
Selfwinding 37mm",Price on request,Audemars Piguet,Royal Oak Lady,15451OR.ZZ.1256OR.02,Automatic,Rose gold,Rose gold,2022,Unworn,Women's watch,37 mm,N/A,0.0
6256,"Breitling
UB2010 メンズ","$3,471",Breitling,N/A,UB2010,N/A,N/A,N/A,Unknown,Good,Men's watch/Unisex,42 mm,N/A,3471.0
7053,N/A,"$9,182",Rolex,Oyster Perpetual 41,124300,N/A,Steel,Steel,2022,N/A,N/A,41 mm,New,9182.0
11252,"Longines Flagship Heritage
L4.795.4.78.2",$688,Longines,Flagship Heritage,L4.795.4.78.2,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,34 mm,N/A,688.0
1945,N/A,"$5,586",Rolex,Lady-Datejust,69173,N/A,Gold/Steel,Gold/Steel,1994,N/A,N/A,26 mm,Good,5586.0
9093,"Audemars Piguet Code 11.59
Rose Gold Purple Dial New 2022 15210OR.OO.A002KB.02","$32,500",Audemars Piguet,Code 11.59,15210OR.OO.A002KB.02,N/A,N/A,N/A,2022,New,Men's watch/Unisex,N/A,N/A,32500.0
6241,"Longines DolceVita
l5.512.4.87.6","$1,719",Longines,DolceVita,L5.512.4.87.6,Quartz,Steel,Steel,2023,New,Women's watch,23 x 37 mm,N/A,1719.0
1175,"Jaeger-LeCoultre Polaris
Chronograph Wt","$9,800",Jaeger-LeCoultre,Polaris,905T480,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,44 mm,N/A,9800.0
14657,"Omega Museum
SPECIALITIES MUSEUM","$25,538",Omega,Museum,516.53.32.20.02.002,Manual winding,Rose gold,Crocodile skin,Unknown,Very good,Men's watch/Unisex,50.5 x 33.05 mm,N/A,25538.0
4264,"Audemars Piguet Royal Oak Selfwinding
77350ST.OO.1261ST.01","$43,639",Audemars Piguet,Royal Oak Selfwinding,77350ST.OO.1261ST.01,N/A,N/A,N/A,Unknown,Very good,Women's watch,34 mm,N/A,43639.0
34410,"Omega Seamaster Diver 300 M
210.32.42.20.06.001 AUTOMATIC CO AXIAL CERAMIC BLUE RUBBER WATCH","$4,585",Omega,Seamaster Diver 300 M,210.32.42.20.06.001,Automatic,Steel,Steel,2018,Good,Men's watch/Unisex,42 mm,N/A,4585.0
11350,"Patek Philippe Annual Calendar
Complications Annual Calendar Moon Phases 5146/1G-001","$53,950",Patek Philippe,Annual Calendar,5146/1G-001,Automatic,White gold,White gold,2008,Very good,Men's watch/Unisex,39 mm,N/A,53950.0
27415,N/A,"$8,897",Rolex,Explorer II,16570,N/A,Steel,Steel,Unknown,N/A,N/A,40 mm,Very good,8897.0
12264,"Hublot Big Bang Meca-10
45mm 414.ni.1123.rx","$18,040",Hublot,Big Bang Meca-10,414.ni.1123.rx,Manual winding,Titanium,Rubber,2023,New,Men's watch/Unisex,45 mm,N/A,18040.0
19858,N/A,"$15,762",Rolex,Datejust 41,126334,N/A,Steel,Steel,2022,N/A,N/A,41 mm,Unworn,15762.0
322,"Longines DolceVita
x yvy l5.255.4.59.2","$1,662",Longines,DolceVita,L5.255.4.59.2,Quartz,Steel,Calf skin,2023,New,Women's watch,20.8 x 32 mm,N/A,1662.0
15358,"Cartier Calibre de Cartier Diver
Wsca0011 Blue dial","$7,995",Cartier,Calibre de Cartier Diver,WSCA0011,Automatic,Steel,Rubber,2019 (Approximation),Very good,Men's watch/Unisex,42 mm,N/A,7995.0
1180,"IWC Big Pilot
Pilot’s “Le Petit Prince” 46mm","$12,777",IWC,Big Pilot,IW501002,Automatic,Steel,Leather,2023,Unworn,Men's watch/Unisex,46.2 mm,N/A,12777.0
4928,"Seiko Prospex
SRPD27K1 - Prospex Automatic Black Dial Stainless Steel Men's Watch",$391,Seiko,Prospex,SRPD27K1,Automatic,Steel,Rubber,Unknown,Unworn,Men's watch/Unisex,42 mm,N/A,391.0
7657,"Tudor Pelagos
25600TN - 2016 - Pelagos - Titanium - 42mm - Box and Papers","$4,096",Tudor,Pelagos,25600TN,N/A,N/A,N/A,2016,Good,Men's watch/Unisex,42 mm,N/A,4096.0
5017,"Tudor Pelagos
M25407N-0001","$4,764",Tudor,Pelagos,M25407N-0001,N/A,N/A,N/A,2023,Very good,Men's watch/Unisex,39 mm,N/A,4764.0
8659,"Seiko Prospex
Limited Automatic 10 bar watch SBEN001/SJE085J1","$1,923",Seiko,Prospex,SBEN001,N/A,N/A,N/A,Unknown,New,Men's watch/Unisex,N/A,N/A,1923.0
17371,"Seiko Prospex
\"140th Anniversary Limited Edition 5000units\" Automatic Diver","$1,698",Seiko,Prospex,SPB207J1,N/A,N/A,N/A,2021,New,Men's watch/Unisex,42 mm,N/A,1698.0
67518,N/A,"$12,428",Rolex,Milgauss,116400,N/A,Steel,Steel,2008,N/A,N/A,40 mm,Very good,12428.0
28550,N/A,"$39,498",Rolex,Daytona,116518,N/A,Yellow gold,Crocodile skin,2008,N/A,N/A,40 mm,Very good,39498.0
14657,"Longines DolceVita
Quartz 23mm L5.512.4.71.A L5512471A","$1,180",Longines,DolceVita,N/A,Quartz,Steel,Crocodile skin,2023,New,Women's watch,23 mm,N/A,1180.0
7779,"Breitling Cockpit Lady
a71356 32 mm quartz acier steel watch","$2,312",Breitling,Cockpit Lady,N/A,N/A,N/A,N/A,2012,Good,Women's watch,32 mm,N/A,2312.0
10886,"Breitling Bentley Le Mans
full set LIMITED EDITION 1000 Pcs.","$5,060",Breitling,Bentley Le Mans,A22362,N/A,N/A,N/A,2004,Very good,Men's watch/Unisex,49 mm,N/A,5060.0
17322,"Omega Constellation Quartz
123.20.35.60.02.002","$3,938",Omega,Constellation Quartz,123.20.35.60.02.002,N/A,N/A,N/A,2015,Very good,Men's watch/Unisex,35 mm,N/A,3938.0
9929,"Cartier
CPCP Collection Prive Tochu XL Power Reserve 8 Days W1545951 Hand winding","$25,834",Cartier,N/A,W1545951,N/A,N/A,N/A,Unknown,Fair,N/A,38 mm,N/A,25834.0
29644,N/A,"$17,345",Rolex,Oyster Perpetual 36,126000,N/A,Steel,Steel,2023,N/A,N/A,36 mm,Very good,17345.0
850,"Audemars Piguet Royal Oak Jumbo
“Jumbo” Extra-Thin Ref. 15202ST.OO.1240ST.01",Price on request,Audemars Piguet,Royal Oak Jumbo,15202ST.OO.1240ST.01,N/A,N/A,N/A,2019,Very good,Men's watch/Unisex,39 mm,N/A,0.0
853,"Hublot King Power
Unico Automatic Carbon Fiber Rubber","$17,540",Hublot,King Power,701.QX.0140.RX,N/A,N/A,N/A,2018 (Approximation),Very good,Men's watch/Unisex,48 mm,N/A,17540.0
1059,"Tudor Prince Date
チュードル 79260P クロノタイム プリンスデイト 腕時計 ステンレススチール/革ベルト(社外) 自動巻き/オートマ 黒 赤文字盤 メンズ","$3,313",Tudor,Prince Date,79260P,N/A,N/A,N/A,Unknown,N/A,N/A,40 mm,N/A,3313.0
8820,"Cartier Tank
Large Tank Date with Arabic Numerals Model 2414 in Silver + Deployment Box & Books 2000s","$3,226",Cartier,Tank,2414,Quartz,Silver,Leather,2000 (Approximation),Very good,Men's watch/Unisex,25 x 33 mm,N/A,3226.0
6554,"Panerai Luminor 1950 3 Days Power Reserve
Pam","$5,750",Panerai,Luminor 1950 3 Days Power Reserve,PAM 00423,N/A,N/A,N/A,2015 (Approximation),Good,Men's watch/Unisex,47 mm,N/A,5750.0
6584,"Omega Speedmaster Racing
326.30.40.50.02.001",Price on request,Omega,Speedmaster Racing,326.30.40.50.02.001,N/A,N/A,N/A,Unknown,Unworn,Men's watch/Unisex,40 mm,N/A,0.0
11034,"Breitling Avenger
Night Mission\" Men's 45mm Titanium V13317101L1X1 Complete 2019","$5,400",Breitling,Avenger,V13317101L1X1,Automatic,Titanium,Leather,2019 (Approximation),New,Men's watch/Unisex,45 mm,N/A,5400.0
10437,"Cartier Tank Française
(カルティエ) タンク フランセーズ SM ピンクシェル","$2,807",Cartier,Tank Française,W51027Q4,Quartz,Gold/Steel,Gold/Steel,Unknown,Very good,Women's watch,25 x 20 mm,N/A,2807.0
56996,N/A,"$45,754",Rolex,Daytona,116519LN,N/A,White gold,Rubber,2022,N/A,N/A,40 mm,New,45754.0
23592,N/A,"$52,500",Rolex,Day-Date 40,228238,N/A,Yellow gold,Yellow gold,2020 (Approximation),N/A,N/A,40 mm,Very good,52500.0
48859,N/A,"$74,777",Rolex,Day-Date 40,228345RBR-0011,N/A,Rose gold,Rose gold,2022,N/A,N/A,40 mm,New,74777.0
6695,"Cartier
FERRARI FORMULA 40 mm CHRONOGRAPH Day-Date AUTOMATIK ETA","$2,065",Cartier,N/A,N/A,N/A,N/A,N/A,1990 (Approximation),Very good,Men's watch/Unisex,40 mm,N/A,2065.0
17811,N/A,"$5,191",Rolex,Oyster Perpetual Date,15053,N/A,Gold/Steel,Gold/Steel,Unknown,N/A,N/A,34 mm,Very good,5191.0
3745,"Jaeger-LeCoultre
ジャガールクルト マスタークラシック 145.8.89 SS 自動巻","$3,350",Jaeger-LeCoultre,N/A,145.8.89,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,34 mm,N/A,3350.0
5127,"Seiko Prospex
S23635J1 - Prospex Quartz Blue Dial Titanium Men's Watch","$2,296",Seiko,Prospex,S23635J1,Quartz,Ceramic,N/A,Unknown,Unworn,Men's watch/Unisex,49.4 mm,N/A,2296.0
3996,"Cartier Panthère
Lady 18k Gold Steel 2 Lines Roman Dial","$4,095",Cartier,Panthère,1057917,N/A,N/A,N/A,1993,Very good,Women's watch,22 x 30 mm,N/A,4095.0
5930,"Panerai Luminor Submersible
Black Carbotech with Black Rubber Watch PAM00960","$16,190",Panerai,Luminor Submersible,PAM00960,Automatic,Carbon,Rubber,Unknown,Unworn,Men's watch/Unisex,42 mm,N/A,16190.0
2525,"Seiko 5 Sports
Diver 5 Sport 70m \"Regatta\"",$700,Seiko,5 Sports,6119-6053,N/A,N/A,N/A,1970,Very good,Men's watch/Unisex,41 x 44.5 mm,N/A,700.0
14318,"Seiko
Prospex (Seitona) Speedtimer Solar Chronograph",$673,Seiko,N/A,SSC813P1,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,39 x 46 mm,N/A,673.0
12084,"Patek Philippe Annual Calendar
UNWORN Annual Calendar Moon Phases 5396R-011 Silver Dial","$49,500",Patek Philippe,Annual Calendar,5396R-011,N/A,N/A,N/A,2022 (Approximation),Unworn,Men's watch/Unisex,38 x 38.5 mm,N/A,49500.0
10974,"Cartier Tank Américaine
カルティエ Cartier タンク アメリカン ミニWB710015","$21,166",Cartier,Tank Américaine,WB710015,Quartz,White gold,N/A,Unknown,Unworn,Women's watch,27 x 15.2 mm,N/A,21166.0
68751,N/A,Price on request,Rolex,Oyster Perpetual 31,277200,N/A,Steel,Steel,2022 (Approximation),N/A,N/A,31 mm,New,0.0
6394,"TAG Heuer Connected
45mm Stainless Calibre Watch","$2,553",TAG Heuer,Connected,SBR8A80.BT6261,Quartz,Titanium,Rubber,2023,New,Men's watch/Unisex,45 mm,N/A,2553.0
2723,"Tudor Heritage Chrono
チューダー ヘリテーシ ¾クロノ AT 70330N ry","$2,907",Tudor,Heritage Chrono,70330N,N/A,N/A,N/A,Unknown,Fair,Men's watch/Unisex,41 mm,N/A,2907.0
32684,N/A,"$26,464",Rolex,GMT-Master II,126720VTNR LC EU,N/A,N/A,N/A,2023,N/A,N/A,40 mm,Unworn,26464.0
16731,"Breitling Navitimer 8
B01 Chronograph 43mm ab0117131b1a1","$5,382",Breitling,Navitimer 8,ab0117131b1a1,Automatic,Steel,Steel,2022,Unworn,Men's watch/Unisex,43 mm,N/A,5382.0
8093,"IWC Pilot
Spitfire Laureus IW3717","$6,504",IWC,Pilot,IW3717,Automatic,Steel,N/A,2007,Very good,N/A,42 mm,N/A,6504.0
2945,"Tudor Black Bay Fifty-Eight
Navy Blue 2023","$3,680",Tudor,Black Bay Fifty-Eight,79030B,N/A,N/A,N/A,2023,Very good,Men's watch/Unisex,39 mm,N/A,3680.0
1039,"Panerai
Luminor 1950 Monopulsante 8 Days 18kt 750 Gold Herrenuhr / Ref Pam00344","$23,650",Panerai,N/A,PAM00344,N/A,N/A,N/A,2011,New,Men's watch/Unisex,44 mm,N/A,23650.0
1270,"Hublot Super B
Flyback Chronograph","$7,391",Hublot,Super B,1926.10,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,42 mm,N/A,7391.0
9510,"Tudor Black Bay
Heritage Black Bay State of Qatar Edition","$6,600",Tudor,Black Bay,79230R,N/A,N/A,N/A,2019 (Approximation),Very good,Men's watch/Unisex,41 mm,N/A,6600.0
4826,"Panerai
Special Editions - Luminor 1950","$8,998",Panerai,N/A,PAM 00663,N/A,N/A,N/A,2016,Very good,Men's watch/Unisex,47 mm,N/A,8998.0
47795,N/A,"$3,000",Rolex,Oyster Perpetual Lady Date,69190,N/A,Steel,N/A,1984,N/A,N/A,26 mm,N/A,3000.0
44862,N/A,"$44,000",Rolex,Daytona,116518LN,N/A,N/A,N/A,2023,N/A,N/A,40 mm,New,44000.0
10976,N/A,"$16,745",Rolex,Sea-Dweller Deepsea,126660,N/A,N/A,N/A,2021,N/A,N/A,44 mm,New,16745.0
1004,"IWC Portuguese Chronograph
IW371480","$7,871",IWC,Portuguese Chronograph,IW371480,N/A,N/A,N/A,Unknown,Very good,Men's watch/Unisex,40.9 mm,N/A,7871.0
1375,"IWC Portuguese Chronograph
Classic Portuguese IW390403","$14,050",IWC,Portuguese Chronograph,IW390403,Automatic,Steel,Crocodile skin,2020,New,Men's watch/Unisex,42 mm,N/A,14050.0
13157,"Breitling Superocean
II 46 Blacksteel Automatik Stahl Herrenuhr Ref M17368 B&P","$3,968",Breitling,Superocean,M17368,Automatic,Steel,Rubber,Unknown,Very good,Men's watch/Unisex,46 mm,N/A,3968.0
704,"Patek Philippe Perpetual Calendar
Reference 3945J | 18k Yellowgold | 3940 with Gold Bracelet","$48,911",Patek Philippe,Perpetual Calendar,3945,Automatic,Yellow gold,Yellow gold,2000,Very good,Men's watch/Unisex,36 mm,N/A,48911.0
16606,"Seiko
1E70-3B90 クレドール ラグダイヤ クォーツ レディース 744938 中古",$277,Seiko,N/A,N/A,N/A,N/A,N/A,Unknown,Fair,Women's watch,17 mm,N/A,277.0
30371,N/A,"$16,646",Rolex,Datejust 31,278273,N/A,N/A,N/A,2020,N/A,N/A,31 mm,Very good,16646.0
2807,"IWC Da Vinci Automatic
IW458309",Price on request,IWC,Da Vinci Automatic,IW458309,N/A,N/A,N/A,2022 (Approximation),Unworn,Women's watch,36 mm,N/A,0.0
3098,"Zenith
Super Sub Sea A3635 - Patina Dial - Original G.F. Strap - RARE","$5,750",Zenith,N/A,A3635,N/A,N/A,N/A,1969,Fair,Men's watch/Unisex,40 mm,N/A,5750.0
4594,N/A,"$6,925",Rolex,Air King,114200,N/A,Steel,Steel,2013,N/A,N/A,34 mm,Very good,6925.0
57437,N/A,"$15,818",Rolex,Day-Date Oysterquartz,19018,N/A,N/A,N/A,1980,N/A,N/A,36 mm,Very good,15818.0
38066,"Omega Speedmaster Ladies Chronograph
White","$4,300",Omega,Speedmaster Ladies Chronograph,324.30.38.40.04.001,N/A,N/A,N/A,2015,Very good,N/A,38 mm,N/A,4300.0
2358,"Longines DolceVita
L5.258.4.71.5","$1,266",Longines,DolceVita,L5.258.4.71.5,Quartz,Steel,Leather,2023,New,Women's watch,N/A,N/A,1266.0
4412,N/A,"$3,328",Rolex,Oyster Perpetual 34,1002,N/A,N/A,N/A,1965 (Approximation),N/A,N/A,34 mm,Good,3328.0
1973,"Panerai Luminor Marina
Specchio Blu 44mm Pam01316 Luminor","$7,217",Panerai,Luminor Marina,PAM 01316,N/A,N/A,N/A,2023 (Approximation),New,Men's watch/Unisex,44 mm,N/A,7217.0
8959,"TAG Heuer Formula 1 Calibre 5
200M Calibre 5 43mm Anthracite Dial WAZ2011.BA0842 09/2018 8304U","$1,667",TAG Heuer,Formula 1 Calibre 5,WAZ2011.BA0842,N/A,N/A,N/A,2018 (Approximation),Very good,N/A,43 mm,N/A,1667.0
25639,N/A,"$13,150",Rolex,Sea-Dweller,126600,N/A,N/A,N/A,2019,N/A,N/A,43 mm,Very good,13150.0
11284,"Longines Présence
L49214782",$801,Longines,Présence,L49214782,N/A,N/A,N/A,2019,Very good,Men's watch/Unisex,"38,5 mm",N/A,801.0
4246,N/A,"$28,777",Rolex,Sky-Dweller,N/A,N/A,Gold/Steel,Steel,2021,N/A,N/A,42 mm,Unworn,28777.0
1581,"Vacheron Constantin Overseas Chronograph
49140/423A-8886","$16,833",Vacheron Constantin,Overseas Chronograph,49140/423A-8886,Automatic,Steel,Steel,Unknown,Very good,Men's watch/Unisex,40 mm,N/A,16833.0
